"location_fips_code","location_name","location_type","population","state","county","metro"
"22071","Orleans County, LA","County",380408,"Louisiana","Orleans Parish","New Orleans-Metairie, LA"
"34940","Naples-Marco Island, FL","Metro",380221,"","","Naples-Marco Island, FL"
"12021","Collier County, FL","County",380221,"Florida","Collier County","Naples-Marco Island, FL"
"48039","Brazoria County, TX","County",374600,"Texas","Brazoria County","Houston-The Woodlands-Sugar Land, TX"
"42077","Lehigh County, PA","County",374110,"Pennsylvania","Lehigh County","Allentown-Bethlehem-Easton, PA-NJ"
"48027","Bell County, TX","County",372821,"Texas","Bell County","Killeen-Temple, TX"
"3916000","Cleveland, OH","City",370365,"Ohio","Cuyahoga County","Cleveland-Elyria, OH"
"11460","Ann Arbor, MI","Metro",370231,"","","Ann Arbor, MI"
"26161","Washtenaw County, MI","County",370231,"Michigan","Washtenaw County","Ann Arbor, MI"
"47065","Hamilton County, TN","County",367193,"Tennessee","Hamilton County","Chattanooga, TN-GA"
"25860","Hickory-Lenoir-Morganton, NC","Metro",366031,"","","Hickory-Lenoir-Morganton, NC"
"51041","Chesterfield County, VA","County",366019,"Virginia","Chesterfield County","Richmond, VA"
"27003","Anoka County, MN","County",363985,"Minnesota","Anoka County","Minneapolis-St. Paul-Bloomington, MN-WI"
"49011","Davis County, UT","County",363032,"Utah","Davis County","Ogden-Clearfield, UT"
"08035","Douglas County, CO","County",360206,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO"
"22660","Fort Collins, CO","Metro",359363,"","","Fort Collins, CO"
"08069","Larimer County, CO","County",359363,"Colorado","Larimer County","Fort Collins, CO"
"45051","Horry County, SC","County",356578,"South Carolina","Horry County","Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
"48355","Nueces County, TX","County",353245,"Texas","Nueces County","Corpus Christi, TX"
"48167","Galveston County, TX","County",350801,"Texas","Galveston County","Houston-The Woodlands-Sugar Land, TX"
"18057","Hamilton County, IN","County",349527,"Indiana","Hamilton County","Indianapolis-Carmel-Anderson, IN"
"0602000","Anaheim, CA","City",347111,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"41047","Marion County, OR","County",345815,"Oregon","Marion County","Salem, OR"
"34035","Somerset County, NJ","County",344978,"New Jersey","Somerset County","New York-Newark-Jersey City, NY-NJ-PA"
"47149","Rutherford County, TN","County",343727,"Tennessee","Rutherford County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"23540","Gainesville, FL","Metro",341067,"","","Gainesville, FL"
"30700","Lincoln, NE","Metro",339707,"","","Lincoln, NE"
"37051","Cumberland County, NC","County",335207,"North Carolina","Cumberland County","Fayetteville, NC"
"12111","St. Lucie County, FL","County",334682,"Florida","St. Lucie County","Port St. Lucie, FL"
"51087","Henrico County, VA","County",333120,"Virginia","Henrico County","Richmond, VA"
"24027","Howard County, MD","County",332011,"Maryland","Howard County","Baltimore-Columbia-Towson, MD"
"24540","Greeley, CO","Metro",331466,"","","Greeley, CO"
"08123","Weld County, CO","County",331466,"Colorado","Weld County","Greeley, CO"
"43900","Spartanburg, SC","Metro",330119,"","","Spartanburg, SC"
"45083","Spartanburg County, SC","County",330119,"South Carolina","Spartanburg County","Spartanburg, SC"
"14500","Boulder, CO","Metro",328658,"","","Boulder, CO"
"08013","Boulder County, CO","County",328658,"Colorado","Boulder County","Boulder, CO"
"17980","Columbus, GA-AL","Metro",326159,"","","Columbus, GA-AL"
"37063","Durham County, NC","County",325101,"North Carolina","Durham County","Durham-Chapel Hill, NC"
"43780","South Bend-Mishawaka, IN-MI","Metro",323992,"","","South Bend-Mishawaka, IN-MI"
"17300","Clarksville, TN-KY","Metro",322949,"","","Clarksville, TN-KY"
"31180","Lubbock, TX","Metro",322285,"","","Lubbock, TX"
"31109","Lancaster County, NE","County",322063,"Nebraska","Lancaster County","Lincoln, NE"
"12033","Escambia County, AL","County",321296,"Florida","Escambia County","Pensacola-Ferry Pass-Brent, FL"
"2146027","Lexington, KY","City",321276,"Kentucky","Fayette County","Lexington-Fayette, KY"
"21067","Fayette County, KY","County",321276,"Kentucky","Fayette County","Lexington-Fayette, KY"
"3231900","Henderson, NV","City",318063,"Nevada","Clark County","Las Vegas-Henderson-Paradise, NV"
"4817000","Corpus Christi, TX","City",317804,"Texas","Nueces County","Corpus Christi, TX"
"0662000","Riverside, CA","City",316076,"California","Riverside County","Riverside-San Bernardino-Ontario, CA"
"33015","Rockingham County, NH","County",315169,"New Hampshire","Rockingham County","Boston-Cambridge-Newton, MA-NH"
"36001","Albany County, NY","County",315041,"New York","Albany County","Albany-Schenectady-Troy, NY"
"40220","Roanoke, VA","Metro",314708,"","","Roanoke, VA"
"42095","Northampton County, PA","County",314299,"Pennsylvania","Northampton County","Allentown-Bethlehem-Easton, PA-NJ"
"21780","Evansville, IN-KY","Metro",313961,"","","Evansville, IN-KY"
"39093","Lorain County, OH","County",313101,"Ohio","Lorain County","Cleveland-Elyria, OH"
"48303","Lubbock County, TX","County",311509,"Texas","Lubbock County","Lubbock, TX"
"0669000","Santa Ana, CA","City",311379,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"3915000","Cincinnati, OH","City",308870,"Ohio","Hamilton County","Cincinnati, OH-KY-IN"
"2758000","St. Paul, MN","City",308806,"Minnesota","Ramsey County","Minneapolis-St. Paul-Bloomington, MN-WI"
"28700","Kingsport-Bristol, TN-VA","Metro",308386,"","","Kingsport-Bristol, TN-VA"
"1253000","Orlando, FL","City",307738,"Florida","Orange County","Orlando-Kissimmee-Sanford, FL"
"3451000","Newark, NJ","City",307355,"New Jersey","Essex County","New York-Newark-Jersey City, NY-NJ-PA"
"0636770","Irvine, CA","City",304527,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"28420","Kennewick-Richland, WA","Metro",304252,"","","Kennewick-Richland, WA"
"4261000","Pittsburgh, PA","City",303843,"Pennsylvania","Allegheny County","Pittsburgh, PA"
"34015","Gloucester County, NJ","County",302621,"New Jersey","Gloucester County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
"29077","Greene County, MO","County",299188,"Missouri","Greene County","Springfield, MO"
"2965000","St. Louis, MO","City",298018,"Missouri","St. Louis city","St. Louis, MO-IL"
"3728000","Greensboro, NC","City",297202,"North Carolina","Guilford County","Greensboro-High Point, NC"
"13063","Clayton County, GA","County",296312,"Georgia","Clayton County","Atlanta-Sandy Springs-Alpharetta, GA"
"13051","Chatham County, GA","County",296266,"Georgia","Chatham County","Savannah, GA"
"26139","Ottawa County, MI","County",296183,"Michigan","Ottawa County","Grand Rapids-Kentwood, MI"
"45063","Lexington County, SC","County",295934,"South Carolina","Lexington County","Columbia, SC"
"40027","Cleveland County, OK","County",295060,"Oklahoma","Cleveland County","Oklahoma City, OK"
"36500","Olympia-Lacey-Tumwater, WA","Metro",294272,"","","Olympia-Lacey-Tumwater, WA"
"53067","Thurston County, WA","County",294272,"Washington","Thurston County","Olympia-Lacey-Tumwater, WA"
"12073","Leon County, FL","County",294128,"Florida","Leon County","Tallahassee, FL"
"20260","Duluth, MN-WI","Metro",291491,"","","Duluth, MN-WI"
"0203000","Anchorage, AK","City",290674,"Alaska","Anchorage Municipality","Anchorage, AK"
"02020","Anchorage County, AK","County",290674,"Alaska","Anchorage Municipality","Anchorage, AK"
"3128000","Lincoln, NE","City",290531,"Nebraska","Lancaster County","Lincoln, NE"
"48900","Wilmington, NC","Metro",289726,"","","Wilmington, NC"
"18880","Crestview-Fort Walton Beach-Destin, FL","Metro",288639,"","","Crestview-Fort Walton Beach-Destin, FL"
"3436000","Jersey City, NJ","City",287899,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA"
"30980","Longview, TX","Metro",287359,"","","Longview, TX"
"05007","Benton County, AR","County",286528,"Arkansas","Benton County","Fayetteville-Springdale-Rogers, AR"
"42043","Dauphin County, PA","County",286108,"Pennsylvania","Dauphin County","Harrisburg-Carlisle, PA"
"4858016","Plano, TX","City",284948,"Texas","Collin County","Dallas-Fort Worth-Arlington, TX"
"3719000","Durham, NC","City",284094,"North Carolina","Durham County","Durham-Chapel Hill, NC"
"45091","York County, SC","County",282987,"South Carolina","York County","Charlotte-Concord-Gastonia, NC-SC"
"26065","Ingham County, MI","County",282540,"Michigan","Ingham County","Lansing-East Lansing, MI"
"12001","Alachua County, FL","County",279729,"Florida","Alachua County","Gainesville, FL"
"12109","St. Johns County, FL","County",278722,"Florida","St. Johns County","Jacksonville, FL"
"47380","Waco, TX","Metro",278103,"","","Waco, TX"
"43620","Sioux Falls, SD","Metro",277944,"","","Sioux Falls, SD"
"0613392","Chula Vista, CA","City",276103,"California","San Diego County","San Diego-Chula Vista-Carlsbad, CA"
"0412000","Chandler, AZ","City",275618,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ"
"14740","Bremerton-Silverdale-Port Orchard, WA","Metro",275411,"","","Bremerton-Silverdale-Port Orchard, WA"
"53035","Kitsap County, WA","County",275411,"Washington","Kitsap County","Bremerton-Silverdale-Port Orchard, WA"
"12100","Atlantic City-Hammonton, NJ","Metro",274339,"","","Atlantic City-Hammonton, NJ"
"34001","Atlantic County, NJ","County",274339,"New Jersey","Atlantic County","Atlantic City-Hammonton, NJ"
"24021","Frederick County, MD","County",273829,"Maryland","Frederick County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"46220","Tuscaloosa, AL","Metro",272931,"","","Tuscaloosa, AL"
"18141","St. Joseph County, IN","County",272388,"Indiana","St. Joseph County","South Bend-Mishawaka, IN-MI"
"3977000","Toledo, OH","City",269962,"Ohio","Lucas County","Toledo, OH"
"37021","Buncombe County, NC","County",269449,"North Carolina","Buncombe County","Asheville, NC"
"17780","College Station-Bryan, TX","Metro",269418,"","","College Station-Bryan, TX"
"11100","Amarillo, TX","Metro",269278,"","","Amarillo, TX"
"27163","Washington County, MN","County",268651,"Minnesota","Washington County","Minneapolis-St. Paul-Bloomington, MN-WI"
"13057","Cherokee County, GA","County",268567,"Georgia","Cherokee County","Atlanta-Sandy Springs-Alpharetta, GA"
"5548000","Madison, WI","City",268516,"Wisconsin","Dane County","Madison, WI"
"35980","Norwich-New London, CT","Metro",268448,"","","Norwich-New London, CT"
"0427400","Gilbert, AZ","City",267267,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ"
"22103","St. Tammany County, LA","County",266168,"Louisiana","St. Tammany Parish","New Orleans-Metairie, LA"
"3260600","Reno, NV","City",265196,"Nevada","Washoe County","Reno, NV"
"1825000","Fort Wayne, IN","City",264514,"Indiana","Allen County","Fort Wayne, IN"
"3251800","North Las Vegas, NV","City",264022,"Nevada","Clark County","Las Vegas-Henderson-Paradise, NV"
"49057","Weber County, UT","County",262960,"Utah","Weber County","Ogden-Clearfield, UT"
"31340","Lynchburg, VA","Metro",262124,"","","Lynchburg, VA"
"28020","Kalamazoo-Portage, MI","Metro",261426,"","","Kalamazoo-Portage, MI"
"26077","Kalamazoo County, MI","County",261426,"Michigan","Kalamazoo County","Kalamazoo-Portage, MI"
"48309","McLennan County, TX","County",261090,"Texas","McLennan County","Waco, TX"
"24025","Harford County, MD","County",261059,"Maryland","Harford County","Baltimore-Columbia-Towson, MD"
"06041","Marin County, CA","County",260485,"California","Marin County","San Francisco-Oakland-Berkeley, CA"
"1263000","St. Petersburg, FL","City",259343,"Florida","Pinellas County","Tampa-St. Petersburg-Clearwater, FL"
"4845000","Lubbock, TX","City",258190,"Texas","Lubbock County","Lubbock, TX"
"4837000","Irving, TX","City",254962,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX"
"48245","Jefferson County, TX","County",254942,"Texas","Jefferson County","Beaumont-Port Arthur, TX"
"13117","Forsyth County, GA","County",253225,"Georgia","Forsyth County","Atlanta-Sandy Springs-Alpharetta, GA"
"29047","Clay County, MO","County",253085,"Missouri","Clay County","Kansas City, MO-KS"
"22020","Fargo, ND-MN","Metro",251635,"","","Fargo, ND-MN"
"3775000","Winston-Salem, NC","City",249571,"North Carolina","Forsyth County","Winston-Salem, NC"
"5116000","Chesapeake, VA","City",249377,"Virginia","Chesapeake city","Virginia Beach-Norfolk-Newport News, VA-NC"
"51550","Chesapeake County, VA","County",249377,"Virginia","Chesapeake city","Virginia Beach-Norfolk-Newport News, VA-NC"
"47187","Williamson County, TN","County",248897,"Tennessee","Williamson County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"0427820","Glendale, AZ","City",248083,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ"
"05143","Washington County, AR","County",247331,"Arkansas","Washington County","Fayetteville-Springdale-Rogers, AR"
"48209","Hays County, TX","County",245351,"Texas","Hays County","Austin-Round Rock-Georgetown, TX"
"4829000","Garland, TX","City",244026,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX"
"39165","Warren County, OH","County",243189,"Ohio","Warren County","Cincinnati, OH-KY-IN"
"22055","Lafayette County, LA","County",243175,"Louisiana","Lafayette Parish","Lafayette, LA"
"13151","Henry County, GA","County",240853,"Georgia","Henry County","Atlanta-Sandy Springs-Alpharetta, GA"
"0465000","Scottsdale, AZ","City",240537,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ"
"37179","Union County, NC","County",240109,"North Carolina","Union County","Charlotte-Concord-Gastonia, NC-SC"
"39150","Prescott Valley-Prescott, AZ","Metro",237830,"","","Prescott Valley-Prescott, AZ"
"04025","Yavapai County, AZ","County",237830,"Arizona","Yavapai County","Prescott Valley-Prescott, AZ"
"5157000","Norfolk, VA","City",236973,"Virginia","Norfolk city","Virginia Beach-Norfolk-Newport News, VA-NC"
"51710","Norfolk County, VA","County",236973,"Virginia","Norfolk city","Virginia Beach-Norfolk-Newport News, VA-NC"
"36091","Saratoga County, NY","County",236328,"New York","Saratoga County","Albany-Schenectady-Troy, NY"
"22017","Caddo County, LA","County",236259,"Louisiana","Caddo Parish","Shreveport-Bossier City, LA"
"5103000","Arlington, VA","City",235845,"Virginia","Arlington County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"51013","Arlington County, VA","County",235845,"Virginia","Arlington County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"46340","Tyler, TX","Metro",234667,"","","Tyler, TX"
"48423","Smith County, TX","County",234667,"Texas","Smith County","Tyler, TX"
"48041","Brazos County, TX","County",234548,"Texas","Brazos County","College Station-Bryan, TX"
"1608830","Boise, ID","City",234192,"Idaho","Ada County","Boise City, ID"
"19300","Daphne-Fairhope-Foley, AL","Metro",233420,"","","Daphne-Fairhope-Foley, AL"
"01003","Baldwin County, AL","County",233420,"Alabama","Baldwin County","Daphne-Fairhope-Foley, AL"
"31420","Macon-Bibb County, GA","Metro",233334,"","","Macon-Bibb County, GA"
"01125","Tuscaloosa County, AL","County",231558,"Alabama","Tuscaloosa County","Tuscaloosa, AL"
"45015","Berkeley County, SC","County",231419,"South Carolina","Berkeley County","Charleston-North Charleston, SC"
"37071","Gaston County, NC","County",228972,"North Carolina","Gaston County","Charlotte-Concord-Gastonia, NC-SC"
"0626000","Fremont, CA","City",228795,"California","Alameda County","San Francisco-Oakland-Berkeley, CA"
"37129","New Hanover County, NC","County",228134,"North Carolina","New Hanover County","Wilmington, NC"
"01101","Montgomery County, AL","County",228132,"Alabama","Montgomery County","Montgomery, AL"
"5367000","Spokane, WA","City",227922,"Washington","Spokane County","Spokane-Spokane Valley, WA"
"5167000","Richmond, VA","City",227171,"Virginia","Richmond city","Richmond, VA"
"28049","Hinds County, MS","County",226541,"Mississippi","Hinds County","Jackson, MS"
"37025","Cabarrus County, NC","County",226396,"North Carolina","Cabarrus County","Charlotte-Concord-Gastonia, NC-SC"
"40340","Rochester, MN","Metro",225911,"","","Rochester, MN"
"0669088","Santa Clarita, CA","City",225850,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"2205000","Baton Rouge, LA","City",225500,"Louisiana","East Baton Rouge Parish","Baton Rouge, LA"
"3223770","Enterprise, NV","City",225461,"Nevada","Clark County","Las Vegas-Henderson-Paradise, NV"
"29200","Lafayette-West Lafayette, IN","Metro",224515,"","","Lafayette-West Lafayette, IN"
"01117","Shelby County, AL","County",223916,"Alabama","Shelby County","Birmingham-Hoover, AL"
"1230000","Hialeah, FL","City",222996,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL"
"47125","Montgomery County, TN","County",222305,"Tennessee","Montgomery County","Clarksville, TN-KY"
"16820","Charlottesville, VA","Metro",221648,"","","Charlottesville, VA"
"3268585","Spring Valley, NV","City",220114,"Nevada","Clark County","Las Vegas-Henderson-Paradise, NV"
"29740","Las Cruces, NM","Metro",219870,"","","Las Cruces, NM"
"35013","Doña Ana County, NM","County",219870,"New Mexico","Doña Ana County","Las Cruces, NM"
"12019","Clay County, FL","County",219650,"Florida","Clay County","Jacksonville, FL"
"5370000","Tacoma, WA","City",219234,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA"
"25940","Hilton Head Island-Bluffton, SC","Metro",218515,"","","Hilton Head Island-Bluffton, SC"
"0648354","Modesto, CA","City",218308,"California","Stanislaus County","Modesto, CA"
"06113","Yolo County, CA","County",217141,"California","Yolo County","Sacramento-Roseville-Folsom, CA"
"29340","Lake Charles, LA","Metro",216217,"","","Lake Charles, LA"
"12020","Athens-Clarke County, GA","Metro",216194,"","","Athens-Clarke County, GA"
"39041","Delaware County, OH","County",216074,"Ohio","Delaware County","Columbus, OH"
"0137000","Huntsville, AL","City",215025,"Alabama","Madison County","Huntsville, AL"
"29420","Lake Havasu City-Kingman, AZ","Metro",214229,"","","Lake Havasu City-Kingman, AZ"
"04015","Mohave County, AZ","County",214229,"Arizona","Mohave County","Lake Havasu City-Kingman, AZ"
"1921000","Des Moines, IA","City",213164,"Iowa","Polk County","Des Moines-West Des Moines, IA"
"12091","Okaloosa County, FL","County",212021,"Florida","Okaloosa County","Crestview-Fort Walton Beach-Destin, FL"
"22019","Calcasieu County, LA","County",210770,"Louisiana","Calcasieu Parish","Lake Charles, LA"
"0649270","Moreno Valley, CA","City",209578,"California","Riverside County","Riverside-San Bernardino-Ontario, CA"
"0624680","Fontana, CA","City",209279,"California","San Bernardino County","Riverside-San Bernardino-Ontario, CA"
"39025","Clermont County, OH","County",208851,"Ohio","Clermont County","Cincinnati, OH-KY-IN"
"28047","Harrison County, MS","County",208748,"Mississippi","Harrison County","Gulfport-Biloxi, MS"
"3722920","Fayetteville, NC","City",208697,"North Carolina","Cumberland County","Fayetteville, NC"
"53005","Benton County, WA","County",207560,"Washington","Benton County","Kennewick-Richland, WA"
"27740","Johnson City, TN","Metro",207442,"","","Johnson City, TN"
"13245","Richmond County, GA","County",206153,"Georgia","Richmond County","Augusta-Richmond County, GA-SC"
"26380","Houma-Thibodaux, LA","Metro",206082,"","","Houma-Thibodaux, LA"
"23580","Gainesville, GA","Metro",204953,"","","Gainesville, GA"
"13139","Hall County, GA","County",204953,"Georgia","Hall County","Gainesville, GA"
"1319000","Columbus, GA","City",204572,"Georgia","Muscogee County","Columbus, GA-AL"
"13215","Muscogee County, GA","County",204572,"Georgia","Muscogee County","Columbus, GA-AL"
"2582000","Worcester, MA","City",204191,"Massachusetts","Worcester County","Worcester, MA-CT"
"0654652","Oxnard, CA","City",202279,"California","Ventura County","Oxnard-Thousand Oaks-Ventura, CA"
"0541000","Little Rock, AR","City",202218,"Arkansas","Pulaski County","Little Rock-North Little Rock-Conway, AR"
"4827684","Frisco, TX","City",202075,"Texas","Collin County","Dallas-Fort Worth-Arlington, TX"
"1304204","Augusta, GA","City",201615,"Georgia","Richmond County","Augusta-Richmond County, GA-SC"
"4967000","Salt Lake City, UT","City",201269,"Utah","Salt Lake County","Salt Lake City, UT"
"0107000","Birmingham, AL","City",200431,"Alabama","Jefferson County","Birmingham-Hoover, AL"
"4803000","Amarillo, TX","City",200360,"Texas","Potter County","Amarillo, TX"
"41060","St. Cloud, MN","Metro",199922,"","","St. Cloud, MN"
"0151000","Montgomery, AL","City",199819,"Alabama","Montgomery County","Montgomery, AL"
"13460","Bend, OR","Metro",199352,"","","Bend, OR"
"41017","Deschutes County, OR","County",199352,"Oregon","Deschutes County","Bend, OR"
"1270600","Tallahassee, FL","City",198259,"Florida","Leon County","Tallahassee, FL"
"2634000","Grand Rapids, MI","City",198096,"Michigan","Kent County","Grand Rapids-Kentwood, MI"
"46099","Minnehaha County, SD","County",197742,"South Dakota","Minnehaha County","Sioux Falls, SD"
"0636000","Huntington Beach, CA","City",197481,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"4830464","Grand Prairie, TX","City",197279,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX"
"47165","Sumner County, TN","County",196845,"Tennessee","Sumner County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"2053775","Overland Park, KS","City",196676,"Kansas","Johnson County","Kansas City, MO-KS"
"12053","Hernando County, FL","County",196621,"Florida","Hernando County","Tampa-St. Petersburg-Clearwater, FL"
"4845744","McKinney, TX","City",196160,"Texas","Collin County","Dallas-Fort Worth-Arlington, TX"
"48139","Ellis County, TX","County",195509,"Texas","Ellis County","Dallas-Fort Worth-Arlington, TX"
"0630000","Glendale, CA","City",194512,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"26093","Livingston County, MI","County",194302,"Michigan","Livingston County","Detroit-Warren-Dearborn, MI"
"4659020","Sioux Falls, SD","City",193401,"South Dakota","Minnehaha County","Sioux Falls, SD"
"47580","Warner Robins, GA","Metro",192171,"","","Warner Robins, GA"
"4740000","Knoxville, TN","City",191857,"Tennessee","Knox County","Knoxville, TN"
"0454050","Peoria, AZ","City",191292,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ"
"31153","Sarpy County, NE","County",191272,"Nebraska","Sarpy County","Omaha-Council Bluffs, NE-IA"
"5374060","Vancouver, WA","City",190700,"Washington","Clark County","Portland-Vancouver-Hillsboro, OR-WA"
"3901000","Akron, OH","City",190273,"Ohio","Summit County","Akron, OH"
"39460","Punta Gorda, FL","Metro",189900,"","","Punta Gorda, FL"
"12015","Charlotte County, FL","County",189900,"Florida","Charlotte County","Punta Gorda, FL"
"3254600","Paradise, NV","City",189733,"Nevada","Clark County","Las Vegas-Henderson-Paradise, NV"
"45013","Beaufort County, SC","County",189071,"South Carolina","Beaufort County","Hilton Head Island-Bluffton, SC"
"12113","Santa Rosa County, FL","County",188994,"Florida","Santa Rosa County","Pensacola-Ferry Pass-Brent, FL"
"18157","Tippecanoe County, IN","County",186955,"Indiana","Tippecanoe County","Lafayette-West Lafayette, IN"
"38017","Cass County, ND","County",186328,"North Dakota","Cass County","Fargo, ND-MN"
"0150000","Mobile, AL","City",186316,"Alabama","Mobile County","Mobile, AL"
"28033","DeSoto County, MS","County",186214,"Mississippi","DeSoto County","Memphis, TN-MS-AR"
"2270000","Shreveport, LA","City",186183,"Louisiana","Caddo Parish","Shreveport-Bossier City, LA"
"45460","Terre Haute, IN","Metro",185357,"","","Terre Haute, IN"
"13740","Billings, MT","Metro",185147,"","","Billings, MT"
"5156000","Newport News, VA","City",185118,"Virginia","Newport News city","Virginia Beach-Norfolk-Newport News, VA-NC"
"51700","Newport News County, VA","County",185118,"Virginia","Newport News city","Virginia Beach-Norfolk-Newport News, VA-NC"
"41100","St. George, UT","Metro",183297,"","","St. George, UT"
"49053","Washington County, UT","County",183297,"Utah","Washington County","St. George, UT"
"48251","Johnson County, TX","County",182690,"Texas","Johnson County","Dallas-Fort Worth-Arlington, TX"
"1224000","Fort Lauderdale, FL","City",182673,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"39103","Medina County, OH","County",182347,"Ohio","Medina County","Cleveland-Elyria, OH"
"1703012","Aurora, IL","City",181405,"Illinois","Kane County","Chicago-Naperville-Elgin, IL-IN-WI"
"4714000","Chattanooga, TN","City",181288,"Tennessee","Hamilton County","Chattanooga, TN-GA"
"37460","Panama City, FL","Metro",181055,"","","Panama City, FL"
"12005","Bay County, FL","County",181055,"Florida","Bay County","Panama City, FL"
"0473000","Tempe, AZ","City",181005,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ"
"14540","Bowling Green, KY","Metro",180624,"","","Bowling Green, KY"
"27180","Jackson, TN","Metro",180446,"","","Jackson, TN"
"18163","Vanderburgh County, IN","County",179900,"Indiana","Vanderburgh County","Evansville, IN-KY"
"0670098","Santa Rosa, CA","City",178221,"California","Sonoma County","Santa Rosa-Petaluma, CA"
"4123850","Eugene, OR","City",176755,"Oregon","Lane County","Eugene-Springfield, OR"
"0653896","Ontario, CA","City",176326,"California","San Bernardino County","Riverside-San Bernardino-Ontario, CA"
"4164900","Salem, OR","City",175754,"Oregon","Marion County","Salem, OR"
"18063","Hendricks County, IN","County",175639,"Indiana","Hendricks County","Indianapolis-Carmel-Anderson, IN"
"12220","Auburn-Opelika, AL","Metro",175126,"","","Auburn-Opelika, AL"
"01081","Lee County, AL","County",175126,"Alabama","Lee County","Auburn-Opelika, AL"
"3710740","Cary, NC","City",174880,"North Carolina","Wake County","Raleigh-Cary, NC"
"0659451","Rancho Cucamonga, CA","City",174696,"California","San Bernardino County","Riverside-San Bernardino-Ontario, CA"
"33260","Midland, TX","Metro",174621,"","","Midland, TX"
"19163","Scott County, IA","County",174315,"Iowa","Scott County","Davenport-Moline-Rock Island, IA-IL"
"48187","Guadalupe County, TX","County",173828,"Texas","Guadalupe County","San Antonio-New Braunfels, TX"
"0653322","Oceanside, CA","City",173722,"California","San Diego County","San Diego-Chula Vista-Carlsbad, CA"
"17660","Coeur d'Alene, ID","Metro",173396,"","","Coeur d'Alene, ID"
"16055","Kootenai County, ID","County",173396,"Idaho","Kootenai County","Coeur d'Alene, ID"
"18127","Porter County, IN","County",173355,"Indiana","Porter County","Chicago-Naperville-Elgin, IL-IN-WI"
"25620","Hattiesburg, MS","Metro",172176,"","","Hattiesburg, MS"
"15500","Burlington, NC","Metro",171779,"","","Burlington, NC"
"37001","Alamance County, NC","County",171779,"North Carolina","Alamance County","Burlington, NC"
"14010","Bloomington, IL","Metro",171284,"","","Bloomington, IL"
"17113","McLean County, IL","County",171284,"Illinois","McLean County","Bloomington, IL"
"24780","Greenville, NC","Metro",171196,"","","Greenville, NC"
"37147","Pitt County, NC","County",171196,"North Carolina","Pitt County","Greenville, NC"
"1255775","Pembroke Pines, FL","City",170472,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"44003","Kent County, RI","County",170168,"Rhode Island","Kent County","Providence-Warwick, RI-MA"
"48329","Midland County, TX","County",169393,"Texas","Midland County","Midland, TX"
"21117","Kenton County, KY","County",169066,"Kentucky","Kenton County","Cincinnati, OH-KY-IN"
"2970000","Springfield, MO","City",168873,"Missouri","Greene County","Springfield, MO"
"0827425","Fort Collins, CO","City",168758,"Colorado","Larimer County","Fort Collins, CO"
"55059","Kenosha County, WI","County",168693,"Wisconsin","Kenosha County","Chicago-Naperville-Elgin, IL-IN-WI"
"39380","Pueblo, CO","Metro",168135,"","","Pueblo, CO"
"08101","Pueblo County, CO","County",168135,"Colorado","Pueblo County","Pueblo, CO"
"20209","Wyandotte County, KS","County",167989,"Kansas","Wyandotte County","Kansas City, MO-KS"
"4715160","Clarksville, TN","City",167882,"Tennessee","Montgomery County","Clarksville, TN-KY"
"39057","Greene County, OH","County",167567,"Ohio","Greene County","Dayton-Kettering, OH"
"24017","Charles County, MD","County",167035,"Maryland","Charles County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"30111","Yellowstone County, MT","County",165524,"Montana","Yellowstone County","Billings, MT"
"48091","Comal County, TX","County",165201,"Texas","Comal County","San Antonio-New Braunfels, TX"
"13153","Houston County, GA","County",164117,"Georgia","Houston County","Warner Robins, GA"
"27109","Olmsted County, MN","County",162307,"Minnesota","Olmsted County","Rochester, MN"
